auction_id	auction_description	round	bidder_frn	bidder_name	item_name	item_description	round_of_pwb	pwb_amount	net_pwb_amount
73	700 MHz Band	261	0004321451	Whidbey Telephone Company	WY-CMA242-B	Olympia, WA	29	1267000.0000	1076950.0000	
73	700 MHz Band	261	0010698868	Bluegrass Wireless LLC	WY-CMA293-B	Owensboro, KY	19	320000.0000	320000.0000	
73	700 MHz Band	261	0001649508	Central Texas Telephone Investments, LP	WY-CMA294-B	San Angelo, TX	37	1551000.0000	1551000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA310-B	Alabama 4 - Bibb	143	166000.0000	166000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA311-B	Alabama 5 - Cleburne	48	359000.0000	359000.0000	
73	700 MHz Band	261	0005746508	PCS Partners, L.P.	WY-CMA321-B	Arizona 4 - Yuma	151	509000.0000	381750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA322-B	Arizona 5 - Gila	26	2381000.0000	2381000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-CMA366-B	Florida 7 - Hamilton	32	131000.0000	98250.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-CMA367-B	Florida 8 - Jefferson	78	36000.0000	27000.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-CMA383-B	Georgia 13 - Early	115	165000.0000	123750.0000	
73	700 MHz Band	261	0017181199	Broadband Wireless Unlimited, LLC	WY-CMA384-B	Georgia 14 - Worth	96	146000.0000	124100.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA400-B	Illinois 7 - Vermilion	27	898000.0000	673500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA401-B	Illinois 8 - Washington	34	2404000.0000	2404000.0000	
73	700 MHz Band	261	0006236475	Iowa Telecommunications Services, Inc.	WY-CMA417-B	Iowa 6 - Iowa	45	2698000.0000	2698000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA418-B	Iowa 7 - Audubon	28	865000.0000	648750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA421-B	Iowa 10 - Humboldt	21	2476000.0000	1857000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA422-B	Iowa 11 - Hardin	53	881000.0000	660750.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA434-B	Kansas 7 - Trego	24	964000.0000	964000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA435-B	Kansas 8 - Ellsworth	24	1018000.0000	1018000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA438-B	Kansas 11 - Hamilton	24	788000.0000	788000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA439-B	Kansas 12 - Hodgeman	24	646000.0000	646000.0000	
73	700 MHz Band	261	0017194473	Bresnan Communications, Inc.	WY-CMA527-B	Montana 5 - Mineral	33	2085000.0000	2085000.0000	
73	700 MHz Band	261	0014999585	MTN3B Consortium	WY-CMA526-B	Montana 4 - Daniels	27	489000.0000	415650.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-CMA563-B	New York 5 - Otsego	94	918000.0000	688500.0000	
73	700 MHz Band	261	0017181199	Broadband Wireless Unlimited, LLC	WY-CMA564-B	New York 6 - Columbia	120	129000.0000	109650.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA595-B	Ohio 11 - Columbiana	109	46000.0000	34500.0000	
73	700 MHz Band	261	0001704246	Panhandle Telecommunication Systems, Inc	WY-CMA596-B	Oklahoma 1 - Cimarron	27	435000.0000	435000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA608-B	Oregon 3 - Umatilla	24	911000.0000	911000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA609-B	Oregon 4 - Lincoln	74	926000.0000	926000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA624-B	Rhode Island 1 - Newport	64	360000.0000	270000.0000	
73	700 MHz Band	261	0017189325	VentureTel 700, Inc.	WY-CMA625-B	South Carolina 1 - Oconee	126	26000.0000	19500.0000	
73	700 MHz Band	261	0005746508	PCS Partners, L.P.	WY-CMA623-B	Pennsylvania 12 - Lebanon	151	61000.0000	45750.0000	
73	700 MHz Band	261	0001886464	Sandhill Communications, LLC	WY-CMA628-B	South Carolina 4 - Chesterfiel	23	1590000.0000	1351500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA629-B	South Carolina 5 - Georgetown	23	5930000.0000	5930000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA673-B	Utah 1 - Box Elder	22	474000.0000	474000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA674-B	Utah 2 - Morgan	65	997000.0000	997000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA690-B	Virginia 10 - Frederick	21	645000.0000	645000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA691-B	Virginia 11 - Madison	31	690000.0000	690000.0000	
73	700 MHz Band	261	0003010493	Cincinnati Bell Wireless LLC	WY-BEA050-A	Dayton-Springfield OH	31	2628000.0000	2628000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA050-E	Dayton-Springfield OH	2	695000.0000	695000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA057-A	Detroit-Ann Arbor-Flint MI	17	79490000.0000	79490000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA056-E	Toledo OH	74	405000.0000	405000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA061-A	Traverse City MI	27	718000.0000	718000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA061-E	Traverse City MI	75	639000.0000	639000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA067-A	Indianapolis IN-IL	24	31858000.0000	31858000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA067-E	Indianapolis IN-IL	57	7553000.0000	7553000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA069-E	Evansville-Henderson IN-KY-IL	57	619000.0000	619000.0000	
73	700 MHz Band	261	0017163114	I-700, LLC	WY-BEA069-A	Evansville-Henderson IN-KY-IL	95	1727000.0000	1727000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA071-E	Nashville TN-KY	53	7015000.0000	7015000.0000	
73	700 MHz Band	261	0017163114	I-700, LLC	WY-BEA072-A	Paducah KY-IL	149	441000.0000	441000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA073-E	Memphis TN-AR-MS-KY	57	6507000.0000	6507000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA074-A	Huntsville AL-TN	20	15851000.0000	15851000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA089-A	Monroe LA	33	1091000.0000	1091000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA088-E	Shreveport-Bossier City LA-AR	65	2499000.0000	2499000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA108-A	Wausau WI	40	5645000.0000	4233750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA107-E	Minneapolis-St. Paul MN-WI-IA	137	21358000.0000	21358000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA125-A	Oklahoma City OK	23	12177000.0000	12177000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA124-E	Tulsa OK-KS	108	1598000.0000	1598000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA135-E	Odessa-Midland TX	91	437000.0000	437000.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-BEA135-A	Odessa-Midland TX	161	1730000.0000	1297500.0000	
73	700 MHz Band	261	0004262853	Hemingford Cooperative Telephone Company	WY-BEA142-A	Scottsbluff NE-WY	100	282000.0000	211500.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA141-E	Denver-Boulder CO-KS-NE	119	23096000.0000	23096000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA152-E	Salt Lake City-Ogden UT-ID	63	5461000.0000	5461000.0000	
73	700 MHz Band	261	0017190216	Continuum 700 LLC	WY-BEA152-A	Salt Lake City-Ogden UT-ID	46	15824000.0000	11868000.0000	
73	700 MHz Band	261	0017163254	SAL Spectrum, LLC	WY-BEA154-A	Flagstaff AZ-UT	77	1475000.0000	1475000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA154-E	Flagstaff AZ-UT	160	162000.0000	162000.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-BEA157-A	El Paso TX-NM	155	4073000.0000	3054750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA156-E	Albuquerque NM-AZ	86	738000.0000	738000.0000	
73	700 MHz Band	261	0007024607	Public Service Wireless Services, Inc.	WY-CMA376-B	Georgia 6 - Spalding	26	823000.0000	823000.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-CMA377-B	Georgia 7 - Hancock	175	50000.0000	37500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA393-B	Idaho 6 - Clark	27	2888000.0000	2888000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA394-B	Illinois 1 - Jo Davie	33	6373000.0000	6373000.0000	
73	700 MHz Band	261	0002477636	BEK Communications Cooperative	WY-CMA584-B	North Dakota 5 - Kidder	21	383000.0000	287250.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA585-B	Ohio 1 - Williams	36	331000.0000	248250.0000	
73	700 MHz Band	261	0004319703	Bascom Long Distance, Inc.	WY-CMA586-B	Ohio 2 - Sandusky	27	925000.0000	693750.0000	
73	700 MHz Band	261	0001700616	Cross Telephone Company, LLC	WY-CMA601-B	Oklahoma 6 - Seminole	47	2051000.0000	2051000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA602-B	Oklahoma 7 - Beckham	60	2516000.0000	1887000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA641-B	South Dakota 8 - Kingsbury	15	340000.0000	340000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA642-B	South Dakota 9 - Hanson	20	1183000.0000	1183000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA649-B	Tennessee 7 - Bledsoe	30	3164000.0000	3164000.0000	
73	700 MHz Band	261	0017181199	Broadband Wireless Unlimited, LLC	WY-CMA650-B	Tennessee 8 - Johnson	244	35000.0000	29750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA683-B	Virginia 3 - Giles	23	758000.0000	568500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA684-B	Virginia 4 - Bedford	22	462000.0000	346500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA707-B	West Virginia 7 - Raleigh	23	553000.0000	414750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA708-B	Wisconsin 1 - Burnett	24	5043000.0000	3782250.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-BEA161-A	San Diego CA	30	84119000.0000	84119000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA161-E	San Diego CA	63	14469000.0000	14469000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA163-A	San Fran.-Oakland-San Jose CA	22	103697000.0000	103697000.0000	
73	700 MHz Band	261	0004964318	QUALCOMM Incorporated	WY-BEA163-E	San Fran.-Oakland-San Jose CA	152	81613000.0000	81613000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA001-B	New York-Newark, NY-NJ	26	884703000.0000	884703000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA002-B	Los Angeles-Anaheim, CA	20	483981000.0000	483981000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA006-B	Boston-Brockton-Lowell, MA-NH	26	293309000.0000	293309000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA007-B	San Francisco-Oakland, CA	26	250467000.0000	250467000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA061-B	Charlotte-Gastonia, NC	24	58748000.0000	58748000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA062-B	New Brunswick-Perth Amboy, NJ	27	45356000.0000	45356000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA065-B	Omaha, NE-IA	27	15744000.0000	15744000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA066-B	Youngstown-Warren, OH	21	5468000.0000	5468000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA111-B	Vallejo-Fairfield-Napa, CA	31	17012000.0000	17012000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA112-B	Corpus Christi, TX	37	1289000.0000	1289000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA127-B	Pensacola, FL	69	19446000.0000	19446000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA128-B	McAllen-Edinburg-Mission, TX	31	8342000.0000	8342000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA129-B	South Bend-Mishawaka, IN	34	2200000.0000	2200000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-BEA038-A	Macon GA	160	2635000.0000	2635000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA039-A	Columbus GA-AL	26	3299000.0000	3299000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA038-E	Macon GA	160	573000.0000	573000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA002-E	Portland ME	108	425000.0000	425000.0000	
73	700 MHz Band	261	0004964318	QUALCOMM Incorporated	WY-BEA003-E	Boston-Worcester MA-NH-RI-VT	148	45606000.0000	45606000.0000	
73	700 MHz Band	261	0017131202	MetroPCS 700 MHz, LLC	WY-BEA003-A	Boston-Worcester MA-NH-RI-VT	26	313267000.0000	313267000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA043-A	Chattanooga TN-GA	27	15121000.0000	15121000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA042-E	Asheville NC	34	226000.0000	226000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA047-A	Lexington KY-TN-VA-WV	102	3925000.0000	2943750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA046-E	Hickory-Morganton NC-TN	91	421000.0000	421000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA093-E	Joplin MO-KS-OK	89	235000.0000	235000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA094-E	Springfield MO	94	2194000.0000	2194000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA094-A	Springfield MO	81	21928000.0000	21928000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA098-A	Columbia MO	72	10034000.0000	10034000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA097-E	Springfield IL-MO	106	1008000.0000	1008000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA123-E	Topeka KS	124	303000.0000	303000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-BEA123-A	Topeka KS	31	1748000.0000	1748000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-BEA124-A	Tulsa OK-KS	27	15618000.0000	15618000.0000	
73	700 MHz Band	261	0017194473	Bresnan Communications, Inc.	WY-BEA145-A	Great Falls MT	88	317000.0000	317000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA144-E	Billings MT-WY	153	190000.0000	190000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA166-A	Eugene-Springfield OR-CA	36	2721000.0000	2040750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA165-E	Redding CA-OR	57	83000.0000	83000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA166-E	Eugene-Springfield OR-CA	85	657000.0000	657000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA046-B	Nashville-Davidson, TN	26	65269000.0000	65269000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA047-B	Greensboro-Winston-Salem, NC	24	57465000.0000	57465000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA071-B	Raleigh-Durham, NC	24	42085000.0000	42085000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA072-B	West Palm Beach-Boca Raton, FL	21	26993000.0000	26993000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA073-B	Oxnard-Simi Valley-Ventura, CA	31	20220000.0000	20220000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA133-B	Manchester-Nashua, NH	31	7911000.0000	7911000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA132-B	Kalamazoo, MI	21	3631000.0000	3631000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA145-B	Hamilton-Middletown, OH	51	866000.0000	866000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA146-B	Daytona Beach, FL	26	16553000.0000	16553000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA149-B	Fayetteville, NC	90	5351000.0000	4013250.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA150-B	Visalia-Tulare-Porterville, CA	31	4408000.0000	4408000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA162-B	Brownsville-Harlingen, TX	31	2568000.0000	2568000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA163-B	Springfield, MO	89	9274000.0000	9274000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA183-B	Asheville, NC	21	712000.0000	534000.0000	
73	700 MHz Band	261	0017196205	maxima international llc	WY-CMA184-B	Houma-Thibodaux, LA	48	113000.0000	84750.0000	
73	700 MHz Band	261	0017163114	I-700, LLC	WY-CMA196-B	Champaign-Urbana-Rantoul, IL	52	819000.0000	819000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA197-B	Lake Charles, LA	24	3885000.0000	3885000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA213-B	Pittsfield, MA	114	170000.0000	127500.0000	
73	700 MHz Band	261	0004321451	Whidbey Telephone Company	WY-CMA214-B	Richland-Kennewick-Pasco, WA	27	1129000.0000	959650.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA217-B	Anderson, IN	19	1094000.0000	1094000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA218-B	Wilmington, NC	22	1768000.0000	1326000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA090-E	Little Rock AR	40	5610000.0000	5610000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA091-A	Fort Smith AR-OK	97	6277000.0000	6277000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA120-A	Grand Island NE	33	1784000.0000	1338000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA120-E	Grand Island NE	163	211000.0000	211000.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-BEA159-A	Tucson AZ	73	5508000.0000	5508000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA158-E	Phoenix-Mesa AZ-NM	141	27418000.0000	27418000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA111-E	Minot ND	184	237000.0000	237000.0000	
73	700 MHz Band	261	0014152201	LL License Holdings, LLC	WY-BEA112-A	Bismarck ND-MT-SD	141	758000.0000	644300.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA128-E	Abilene TX	88	234000.0000	234000.0000	
73	700 MHz Band	261	0001649508	Central Texas Telephone Investments, LP	WY-BEA129-A	San Angelo TX	162	721000.0000	721000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA149-E	Twin Falls ID	133	107000.0000	107000.0000	
73	700 MHz Band	261	0017190216	Continuum 700 LLC	WY-BEA150-A	Boise City ID-OR	160	3268000.0000	2451000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-BEA171-A	Anchorage AK	131	1315000.0000	986250.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA170-E	Seattle-Tacoma-Bremerton WA	151	36477000.0000	36477000.0000	
73	700 MHz Band	261	0007435902	AST Telecom, LLC	WY-BEA175-A	American Samoa	189	20000.0000	20000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA174-E	Puerto Rico-US Virgin Islands	97	10068000.0000	10068000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA023-B	Cincinnati, OH-KY-IN	17	35120000.0000	35120000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA024-B	Kansas City, MO-KS	24	71232000.0000	71232000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA040-B	Dayton, OH	21	14147000.0000	14147000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA041-B	Birmingham, AL	18	25042000.0000	25042000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA056-B	Northeast Pennsylvania, PA	27	10832000.0000	10832000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA057-B	Tulsa, OK	31	24336000.0000	24336000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA140-B	Charleston, WV	23	661000.0000	495750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA141-B	Duluth, MN-WI	14	1607000.0000	1607000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-CMA226-B	Florence, AL	46	205000.0000	205000.0000	
73	700 MHz Band	261	0017036799	PBP Bidco LLC	WY-CMA378-B	Georgia 8 - Warren	104	326000.0000	326000.0000	
73	700 MHz Band	261	0007024607	Public Service Wireless Services, Inc.	WY-CMA379-B	Georgia 9 - Marion	108	216000.0000	216000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA603-B	Oklahoma 8 - Jackson	27	1254000.0000	940500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA604-B	Oklahoma 9 - Garvin	26	1936000.0000	1452000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA644-B	Tennessee 2 - Cannon	30	378000.0000	378000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA643-B	Tennessee 1 - Lake	51	1079000.0000	1079000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA234-B	Athens, GA	26	581000.0000	581000.0000	
73	700 MHz Band	261	0017181199	Broadband Wireless Unlimited, LLC	WY-CMA235-B	Petersburg-Hopewell, VA	96	96000.0000	81600.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-CMA252-B	Pascagoula, MI	73	237000.0000	237000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA253-B	Sioux City, IA-NE	21	3623000.0000	2717250.0000	
73	700 MHz Band	261	0004964318	QUALCOMM Incorporated	WY-CMA274-B	Yuba City, CA	214	985000.0000	985000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA275-B	St. Joseph, MO	27	1963000.0000	1472250.0000	
73	700 MHz Band	261	0017181199	Broadband Wireless Unlimited, LLC	WY-CMA300-B	Victoria, TX	27	207000.0000	175950.0000	
73	700 MHz Band	261	0002337509	The World Company	WY-CMA301-B	Lawrence, KS	29	1495000.0000	1495000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA269-B	Cumberland, MD-WV	24	517000.0000	387750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA270-B	Bellingham, WA	27	3314000.0000	3314000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA287-B	Bryan-College Station, TX	42	448000.0000	448000.0000	
73	700 MHz Band	261	0014993794	Midwest AWS Limited Partnership	WY-CMA288-B	Rochester, MN	25	1519000.0000	1139250.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA456-B	Louisiana 3 - De Soto	24	1188000.0000	1188000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA457-B	Louisiana 4 - Caldwell	22	760000.0000	760000.0000	
73	700 MHz Band	261	0016655912	USA Choice Internet Services Company LLC	WY-CMA612-B	Pennsylvania 1 - Crawford	234	387000.0000	290250.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-CMA613-B	Pennsylvania 2 - McKean	47	32000.0000	24000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA087-B	Canton, OH	24	5711000.0000	5711000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA088-B	Chattanooga, TN-GA	26	9612000.0000	9612000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA104-B	Newport News-Hampton, VA	20	13064000.0000	13064000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA105-B	Lancaster, PA	27	19682000.0000	19682000.0000	
